Variable,Long Name,Unit,Make,Sensor,Process Level,Study Domain,Temporal Resolution,Spatial Resolution,Comment,Dataset Name,Data Source,Distributor,Dataset Description,Dataset_ID,ID,Table_Name,Keywords
POFe_darwin_clim,POFe concentration (climatology),mmol Fe,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,169,tblDarwin_Nutrient_Climatology,pofe clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
PIC_darwin_clim,PIC concentration (climatology),mmol C/,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,170,tblDarwin_Nutrient_Climatology,pic clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
ALK_darwin_clim,ALK concentration (climatology),mmol eq,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,171,tblDarwin_Nutrient_Climatology,alk clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
O2_darwin_clim,O2 concentration (climatology),mmol O/,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,172,tblDarwin_Nutrient_Climatology,o2 oxygen clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
CDOM_darwin_clim,CDOM concentration (climatology),mmol C/,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,173,tblDarwin_Nutrient_Climatology,cdom clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology ecology blend
prokaryote_c01_darwin_clim,c01 concentration (climatology),mmol C/,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,174,tblDarwin_Plankton_Climatology,prokaryote c01 plankton phytoplankton clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
prokaryote_c02_darwin_clim,c02 concentration (climatology),mmol C/,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,175,tblDarwin_Plankton_Climatology,prokaryote c02 plankton phytoplankton clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
picoeukaryote_c03_darwin_clim,c03 concentration (climatology),mmol C/,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,176,tblDarwin_Plankton_Climatology,picoeukaryote eukaryote c03 plankton phytoplankton clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
picoeukaryote_c04_darwin_clim,c04 concentration (climatology),mmol C/,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,177,tblDarwin_Plankton_Climatology,picoeukaryote eukaryote c04 plankton phytoplankton clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
cocco_c05_darwin_clim,c05 concentration (climatology),mmol C/,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,178,tblDarwin_Plankton_Climatology,cocco coccolithophore c05 plankton phytoplankton clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
cocco_c06_darwin_clim,c06 concentration (climatology),mmol C/,Model,Blend,Reprocessed,Biogeochemistry,Monthly Climatology,1/2° X 1/2°,,Biogeochemistry Climatology Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",21,179,tblDarwin_Plankton_Climatology,cocco coccolithophore c06 plankton phytoplankton clim climatology rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
