Variable,Long Name,Unit,Make,Sensor,Process Level,Study Domain,Temporal Resolution,Spatial Resolution,Comment,Dataset Name,Data Source,Distributor,Dataset Description,Dataset_ID,ID,Table_Name,Keywords
alkalinity,Alkalinity,µeq/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1024,tblHOT224,"alkalinity, Alkalinity, Gran, Titration, Carbon, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
silicate,Silicate,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1025,tblHOT224,"silicate, Silicate, Autoanalyzer, Nutrient, , BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
chlorophyll_c,Chlorophyll C,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1026,tblHOT224,"chlorophyll_c, Chlorophyll, chl_c, C, HPLC, Pigment, BioGeoChemistry,HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
temperature_potential,Temperature Potential,deg C,Observation,In-Situ,Reprocessed,Physics,Three Minutes,Irregular,ITS-90,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1027,tblHOT224,"temperature_potential, Temperature, Potential, CTD, , Physics, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
carotene-alpha,Carotene-Alpha,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1028,tblHOT224,"carotene-alpha, Carotene-Alpha, HPLC, Pigment, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
sra_experiment,Sra Experiment,,Observation,In-Situ,Reprocessed,Biosample,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1029,tblHOT224,"sra_experiment, Sra, Experiment, Sequence, Read, Archive, Sequence, data, BioSample, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
dissolved_oxygen,Dissolved Oxygen,µmol/kg,Observation,In-Situ,Reprocessed,Biology,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1030,tblHOT224,"dissolved_oxygen, Dissolved, Oxygen, Winkler, Titration, Gases, Biology, Chemistry, Physics,HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
temperature_ctd,Temperature Ctd,deg C,Observation,In-Situ,Reprocessed,Physics,Three Minutes,Irregular,ITS-90,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1031,tblHOT224,"temperature_ctd, Temperature, temp, temp_ctd, Ctd, Sea-Bird, 9/11-plus, CTD, Physics, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
sra_run,Sra Run,,Observation,In-Situ,Reprocessed,Biosample,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1032,tblHOT224,"sra_run, Sra, Run, Sequence, Read, Archive, Sequence, data, sequence_read_archive, BioSample,HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
filter_max,Filter Max,µm,Observation,In-Situ,Reprocessed,Biosample,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1033,tblHOT224,"filter_max, Filter, Max, Prefilter, pore, size, BioSample,HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
carotene-beta,Carotene-Beta,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1034,tblHOT224,"carotene-beta, Carotene-Beta, HPLC, Pigment, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
19-prime-butanoyloxyfucoxanthin,19-Prime-Butanoyloxyfucoxanthin,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1035,tblHOT224,"19-prime-butanoyloxyfucoxanthin, 19-Prime-Butanoyloxyfucoxanthin, HPLC, Pigment, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
salinity_ctd,Salinity Ctd,PSS-78,Observation,In-Situ,Reprocessed,Physics,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1036,tblHOT224,"salinity_ctd, Salinity, Ctd, Sea-Bird, 9/11-plus, CTD, Physics, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
dissolved_organic_carbon,Dissolved Organic Carbon BioGeoChemistry chl_a chl_a_hplc HOT224 cruise in-situ insitu observation reprocessed rep hawaii,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1037,tblHOT224,"dissolved_organic_carbon, Dissolved, Organic, Carbon, DOC, disolved, organic, carbon, High, Temperature, Catalytic, Oxidation, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
divinyl_chlorophyll_a,Divinyl Chlorophyll A,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1038,tblHOT224,"divinyl_chlorophyll_a, chl, Divinyl, Chlorophyll, A, HPLC, Pigment, chl_a, , BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
violaxanthin,Violaxanthin,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1039,tblHOT224,"violaxanthin, Violaxanthin, HPLC, Pigment, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
atp,Atp BioGeoChemistry HOT224 cruise in-situ insitu observation reprocessed rep hawaii,ng/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1040,tblHOT224,"atp, Atp, Firefly, Bioluminescence, BioGeoChemistry,HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
sra_sample,Sra Sample,,Observation,In-Situ,Reprocessed,Biosample,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1041,tblHOT224,"sra_sample, Sra, Sample, Sequence, Read, Archive, Sequence, data, BioSample,HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
fluorometric_chlorophyll_a,Fluorometric Chlorophyll A,µg/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1042,tblHOT224,"fluorometric_chlorophyll_a, Fluorometric, Chlorophyll, A, 10-AU, Pigment, BioGeoChemistry,HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
total_phaeopigment,Total Phaeopigment BioGeoChemistry HOT224 cruise in-situ insitu observation reprocessed rep hawaii,µg/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1043,tblHOT224,"total_phaeopigment, Total, Phaeopigment, 10-AU, Pigment, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
19-prime-hexanoyloxyfucoxanthin,19-Prime-Hexanoyloxyfucoxanthin,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1044,tblHOT224,"19-prime-hexanoyloxyfucoxanthin, 19-Prime-Hexanoyloxyfucoxanthin, HPLC, Pigment, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
monovinyl_chlorophyll_a,Monovinyl Chlorophyll A,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1045,tblHOT224,"monovinyl_chlorophyll_a, Monovinyl, Chlorophyll, A, HPLC, Pigment, chl_a, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
peridinin,Peridinin,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1046,tblHOT224,"peridinin, Peridinin, HPLC, Pigment, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
rosette_position,Rosette Position,,Observation,In-Situ,Reprocessed,Physics,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1047,tblHOT224,"rosette_position, Rosette, Position, Rosette, Position, Physics, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward, Delong, UH, University, of, Hawaii, UofH"
chlorophyll_a,Chlorophyll A,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1048,tblHOT224,"chlorophyll_a, Chlorophyll, A, HPLC, Pigment, chl_a, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
diadinoxanthin,Diadinoxanthin,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1049,tblHOT224,"diadinoxanthin, Diadinoxanthin, HPLC, Pigment, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
fucoxanthin,Fucoxanthin,ng/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1050,tblHOT224,"fucoxanthin, Fucoxanthin, HPLC, Pigment, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
dissolved_inorganic_carbon,Dissolved Inorganic Carbon,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1051,tblHOT224,"dissolved_inorganic_carbon, Dissolved, Inorganic, Carbon, Coulometry, Carbon, DIOC, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
prochlorococcus_abundance,Prochlorococcus Abundance,#/ml,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,# * 10^5/ml,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1052,tblHOT224,"prochlorococcus_abundance, Prochlorococcus, Abundance,HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
heterotrophic_bacteria_abundance,Heterotrophic Bacteria Abundance,#/ml,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,# * 10^5/ml,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1053,tblHOT224,"heterotrophic_bacteria_abundance, Heterotrophic, Bacteria, Abundance, Flow, Cytometry, flow_cytometry, bio, biology, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
